code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_registration,module_presentation_length,average_score,min_score,max_score,assessments_submitted,average_submission_date,average_assessment_weight,assessment_type_diversity,total_resource_clicks,average_resource_clicks,first_used,last_used,resources_used,interaction_duration,days_registered
BBB,2013B,2635505,F,South Region,Lower Than A Level,20-30%,35-55,1,120,False,-113.0,240,83.66666666666667,70.0,100.0,3.0,43.666666666666664,8.0,2.0,260.0,2.1848739495798317,-4.0,81.0,23.0,85.0,199.0
BBB,2013B,2635829,F,Scotland,HE Qualification,90-100%,35-55,0,60,False,-95.0,240,89.75,74.0,100.0,4.0,49.25,10.5,2.0,932.0,3.075907590759076,-5.0,86.0,31.0,91.0,181.0
BBB,2013B,2639611,F,Wales,A Level or Equivalent,90-100%,35-55,0,120,False,-73.0,240,91.0,85.0,100.0,3.0,41.0,8.0,2.0,189.0,2.392405063291139,-9.0,83.0,17.0,92.0,159.0
BBB,2013B,2641393,F,East Midlands Region,HE Qualification,40-50%,35-55,0,120,False,-46.0,240,80.0,64.0,100.0,3.0,42.0,8.0,2.0,773.0,2.702797202797203,-3.0,86.0,64.0,89.0,132.0
BBB,2013B,2642029,F,South Region,HE Qualification,70-80%,35-55,0,120,False,-80.0,240,94.33333333333333,89.0,100.0,3.0,41.0,8.0,2.0,618.0,2.663793103448276,-9.0,85.0,27.0,94.0,166.0
BBB,2013B,2645061,F,South East Region,Lower Than A Level,80-90%,0-35,1,180,False,-58.0,240,85.0,77.0,100.0,3.0,44.0,8.0,2.0,923.0,3.21602787456446,-9.0,85.0,34.0,94.0,144.0
BBB,2013B,2649947,F,London Region,A Level or Equivalent,20-30%,0-35,1,120,False,-30.0,240,69.5,66.0,73.0,2.0,32.0,11.5,1.0,312.0,2.6666666666666665,-7.0,86.0,29.0,93.0,116.0
BBB,2013B,2654302,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,1,120,False,-115.0,240,77.0,61.0,100.0,3.0,42.666666666666664,8.0,2.0,110.0,2.037037037037037,-7.0,73.0,19.0,80.0,201.0
BBB,2013B,2654411,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,120,False,-30.0,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
BBB,2013B,2664301,F,South West Region,A Level or Equivalent,40-50%,35-55,0,120,False,-21.0,240,64.0,54.0,74.0,2.0,49.5,11.5,1.0,50.0,2.1739130434782608,17.0,80.0,6.0,63.0,107.0
BBB,2013B,2680770,F,West Midlands Region,No Formal quals,10-20,0-35,0,60,False,-21.0,240,68.0,67.0,69.0,2.0,36.5,11.5,1.0,215.0,2.0283018867924527,-5.0,85.0,36.0,90.0,107.0
BBB,2013B,2685831,F,Wales,No Formal quals,30-40%,0-35,0,60,False,-57.0,240,76.0,70.0,80.0,3.0,40.333333333333336,8.0,2.0,373.0,2.683453237410072,8.0,86.0,25.0,78.0,143.0
BBB,2013B,2692381,F,North Western Region,Lower Than A Level,50-60%,0-35,3,180,False,-73.0,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0
BBB,2013B,2692384,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,False,-79.0,240,82.25,74.0,100.0,4.0,52.0,10.5,2.0,530.0,2.5238095238095237,-9.0,86.0,61.0,95.0,165.0
BBB,2013B,2693974,F,South West Region,HE Qualification,60-70%,35-55,0,60,False,-80.0,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0
BBB,2013J,23632,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,False,-194.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0
BBB,2013J,23798,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,False,-27.0,268,93.33333333333333,90.0,100.0,3.0,40.0,8.0,2.0,259.0,2.007751937984496,-4.0,77.0,21.0,81.0,113.0
BBB,2013J,25629,F,Scotland,Lower Than A Level,20-30%,0-35,0,120,False,-31.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
BBB,2013J,26677,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,4,60,False,-60.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0
BBB,2013J,27457,F,South East Region,Lower Than A Level,40-50%,35-55,0,60,False,-36.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0
BBB,2013J,27759,M,North Western Region,Lower Than A Level,40-50%,35-55,0,120,True,-43.0,268,68.66666666666667,61.0,80.0,3.0,39.666666666666664,8.0,2.0,192.0,2.0425531914893615,0.0,81.0,25.0,81.0,129.0
BBB,2013J,30091,F,South West Region,A Level or Equivalent,10-20,0-35,0,60,True,-145.0,268,84.0,72.0,100.0,3.0,44.333333333333336,8.0,2.0,656.0,3.6243093922651934,-1.0,86.0,48.0,87.0,231.0
BBB,2013J,31014,F,West Midlands Region,Lower Than A Level,80-90%,35-55,0,120,False,-43.0,268,89.33333333333333,83.0,100.0,3.0,34.333333333333336,8.0,2.0,526.0,3.0760233918128654,-10.0,84.0,20.0,94.0,129.0
BBB,2013J,31849,F,South West Region,Lower Than A Level,60-70%,35-55,0,120,False,-128.0,268,83.66666666666667,70.0,100.0,3.0,40.333333333333336,8.0,2.0,630.0,3.4054054054054053,0.0,86.0,24.0,86.0,214.0
BBB,2013J,37622,F,Scotland,HE Qualification,80-90%,0-35,1,120,False,-46.0,268,72.5,70.0,75.0,2.0,33.0,11.5,1.0,143.0,3.4047619047619047,-6.0,54.0,12.0,60.0,132.0
BBB,2013J,38234,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,False,-117.0,268,75.66666666666667,70.0,80.0,3.0,40.0,8.0,2.0,46.0,1.84,-7.0,34.0,11.0,41.0,203.0
BBB,2013J,47855,F,Scotland,Lower Than A Level,10-20,35-55,3,300,False,23.0,268,45.90909090909091,20.0,80.0,11.0,-1.0,9.090909090909092,2.0,11.0,1.5714285714285714,24.0,50.0,3.0,26.0,63.0
BBB,2013J,48040,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,120,False,-92.0,268,72.0,56.0,100.0,3.0,40.0,8.0,2.0,728.0,2.275,-10.0,86.0,50.0,96.0,178.0
BBB,2013J,48503,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,False,-146.0,268,82.33333333333333,71.0,100.0,3.0,40.0,8.0,2.0,299.0,3.0202020202020203,-3.0,86.0,17.0,89.0,232.0
BBB,2013J,51301,F,Wales,Lower Than A Level,30-40%,0-35,2,60,True,-52.0,268,93.0,93.0,93.0,1.0,17.0,5.0,1.0,670.0,2.576923076923077,-10.0,45.0,33.0,55.0,138.0
BBB,2013J,52797,F,South West Region,Lower Than A Level,30-40%,35-55,1,60,False,-54.0,268,85.66666666666667,70.0,100.0,3.0,39.666666666666664,8.0,2.0,447.0,2.8838709677419354,-10.0,85.0,31.0,95.0,140.0
BBB,2013J,52899,F,East Midlands Region,Lower Than A Level,50-60%,35-55,1,90,False,-124.0,268,79.0,64.0,100.0,3.0,40.333333333333336,8.0,2.0,832.0,2.8989547038327528,-9.0,85.0,89.0,94.0,210.0
BBB,2013J,53360,F,North Western Region,Lower Than A Level,10-20,35-55,1,120,False,-110.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,-4.0,10.0,7.0,14.0,196.0
BBB,2013J,54388,M,East Anglian Region,Lower Than A Level,0-10%,35-55,3,75,False,-51.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,6.0,-5.0,-5.0,5.0,0.0,137.0
BBB,2013J,55026,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,True,-88.0,268,75.0,59.0,100.0,3.0,42.333333333333336,8.0,2.0,147.0,2.8823529411764706,-6.0,83.0,13.0,89.0,174.0
BBB,2013J,56340,F,South Region,Lower Than A Level,20-30%,0-35,0,60,False,-120.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,24.0,24.0,2.0,0.0,206.0
BBB,2013J,56789,F,South East Region,A Level or Equivalent,60-70%,35-55,1,60,False,-30.0,268,80.66666666666667,77.0,85.0,3.0,39.0,8.0,2.0,239.0,2.8795180722891565,-9.0,86.0,26.0,95.0,116.0
BBB,2013J,57079,F,London Region,Lower Than A Level,30-40%,35-55,0,60,False,-129.0,268,78.33333333333333,61.0,100.0,3.0,40.666666666666664,8.0,2.0,386.0,2.4743589743589745,-2.0,67.0,34.0,69.0,215.0
BBB,2013J,61118,F,London Region,A Level or Equivalent,20-30%,0-35,0,180,False,-96.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0
BBB,2013J,63044,F,London Region,Lower Than A Level,20-30%,0-35,1,120,False,-43.0,268,70.0,65.0,80.0,3.0,40.666666666666664,8.0,2.0,161.0,2.515625,0.0,47.0,25.0,47.0,129.0
BBB,2013J,64246,F,South East Region,Lower Than A Level,50-60%,35-55,0,120,False,-58.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0
BBB,2013J,65807,F,North Western Region,HE Qualification,10-20,0-35,1,120,False,-178.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0
BBB,2013J,67863,F,London Region,Lower Than A Level,10-20,35-55,1,60,False,-110.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0
BBB,2013J,68556,F,South East Region,HE Qualification,70-80%,0-35,0,60,False,-23.0,268,71.5,68.0,75.0,2.0,45.5,11.5,1.0,88.0,1.9130434782608696,-6.0,75.0,16.0,81.0,109.0
BBB,2013J,69843,F,South West Region,A Level or Equivalent,10-20,35-55,1,60,False,-47.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0
BBB,2013J,72057,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,False,-39.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0
BBB,2013J,73489,F,South Region,HE Qualification,80-90%,0-35,0,120,False,-11.0,268,81.33333333333333,63.0,100.0,3.0,40.666666666666664,8.0,2.0,845.0,4.043062200956938,-10.0,85.0,27.0,95.0,97.0
BBB,2013J,74169,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,False,-100.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0
BBB,2013J,74585,F,Wales,A Level or Equivalent,60-70%,35-55,0,60,False,-39.0,268,88.33333333333333,81.0,100.0,3.0,36.0,8.0,2.0,3102.0,7.147465437788019,-10.0,86.0,29.0,96.0,125.0
BBB,2013J,78255,F,North Region,Lower Than A Level,0-10%,0-35,1,120,False,-162.0,268,76.0,76.0,76.0,1.0,17.0,5.0,1.0,191.0,2.1954022988505746,-10.0,44.0,25.0,54.0,248.0
BBB,2013J,80717,F,South West Region,Lower Than A Level,60-70%,35-55,0,60,False,-33.0,268,87.33333333333333,77.0,100.0,3.0,38.666666666666664,8.0,2.0,1229.0,3.636094674556213,-10.0,85.0,37.0,95.0,119.0
BBB,2013J,84812,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,False,-75.0,268,91.66666666666667,85.0,100.0,3.0,40.0,8.0,2.0,204.0,2.125,-10.0,86.0,25.0,96.0,161.0
BBB,2013J,86291,F,Wales,HE Qualification,50-60%,35-55,1,60,False,-32.0,268,75.25,58.0,87.0,4.0,37.5,10.5,2.0,31.0,1.9375,30.0,65.0,4.0,35.0,118.0
BBB,2013J,90243,F,Wales,HE Qualification,70-80%,35-55,0,60,False,-18.0,268,61.666666666666664,51.0,80.0,3.0,40.0,8.0,2.0,679.0,3.730769230769231,-10.0,72.0,28.0,82.0,104.0
BBB,2013J,96475,M,South East Region,Lower Than A Level,60-70%,0-35,0,180,False,-48.0,268,86.33333333333333,73.0,100.0,3.0,41.333333333333336,8.0,2.0,136.0,2.4285714285714284,-9.0,66.0,18.0,75.0,134.0
BBB,2013J,97567,F,Wales,HE Qualification,70-80%,35-55,0,60,False,-30.0,268,90.33333333333333,85.0,100.0,3.0,40.666666666666664,8.0,2.0,177.0,3.339622641509434,-9.0,73.0,12.0,82.0,116.0
BBB,2013J,98268,F,Scotland,HE Qualification,70-80%,35-55,0,60,False,-25.0,268,88.33333333333333,80.0,100.0,3.0,40.333333333333336,8.0,2.0,337.0,3.1792452830188678,-4.0,68.0,20.0,72.0,111.0
BBB,2013J,98720,F,London Region,Lower Than A Level,20-30%,35-55,0,60,True,-186.0,268,80.0,75.0,85.0,3.0,41.333333333333336,8.0,2.0,220.0,2.682926829268293,7.0,65.0,21.0,58.0,272.0
BBB,2013J,100282,F,Wales,Lower Than A Level,20-30%,0-35,1,120,False,-54.0,268,78.0,78.0,78.0,1.0,19.0,5.0,1.0,42.0,2.625,9.0,39.0,9.0,30.0,140.0
BBB,2013J,105527,F,Scotland,HE Qualification,40-50%,35-55,0,120,False,-92.0,268,78.33333333333333,77.0,80.0,3.0,40.333333333333336,8.0,2.0,458.0,3.0738255033557045,-10.0,83.0,17.0,93.0,178.0
BBB,2013J,105851,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,True,-29.0,268,90.33333333333333,84.0,100.0,3.0,44.333333333333336,8.0,2.0,193.0,2.031578947368421,14.0,86.0,18.0,72.0,115.0
BBB,2013J,105883,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,False,-29.0,268,81.66666666666667,70.0,100.0,3.0,38.0,8.0,2.0,1889.0,4.465721040189125,-10.0,84.0,42.0,94.0,115.0
BBB,2013J,106588,F,Scotland,A Level or Equivalent,60-70%,35-55,0,60,False,-24.0,268,90.33333333333333,84.0,100.0,3.0,39.666666666666664,8.0,2.0,602.0,2.950980392156863,-10.0,86.0,33.0,96.0,110.0
BBB,2013J,108118,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,False,-32.0,268,93.33333333333333,84.0,100.0,3.0,40.0,8.0,2.0,187.0,3.5283018867924527,3.0,85.0,17.0,82.0,118.0
BBB,2013J,108760,F,London Region,Lower Than A Level,30-40%,35-55,3,60,False,-102.0,268,86.0,78.0,100.0,3.0,40.333333333333336,8.0,2.0,567.0,3.78,-10.0,84.0,13.0,94.0,188.0
BBB,2013J,109372,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,False,-141.0,268,80.66666666666667,75.0,87.0,3.0,39.666666666666664,8.0,2.0,406.0,2.5859872611464967,-10.0,85.0,20.0,95.0,227.0
BBB,2013J,109782,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,False,-26.0,268,82.0,82.0,82.0,1.0,19.0,5.0,1.0,68.0,1.7435897435897436,-3.0,81.0,16.0,84.0,112.0
BBB,2013J,111942,F,South West Region,A Level or Equivalent,70-80%,35-55,0,120,False,-128.0,268,86.33333333333333,77.0,100.0,3.0,39.666666666666664,8.0,2.0,572.0,2.763285024154589,1.0,86.0,38.0,85.0,214.0
BBB,2013J,119898,F,West Midlands Region,Lower Than A Level,30-40%,0-35,2,60,False,-195.0,268,85.0,75.0,100.0,3.0,40.666666666666664,8.0,2.0,60.0,2.142857142857143,5.0,54.0,9.0,49.0,281.0
BBB,2013J,123716,M,North Region,Lower Than A Level,10-20,0-35,0,90,False,-39.0,268,82.66666666666667,70.0,100.0,3.0,38.333333333333336,8.0,2.0,468.0,2.0172413793103448,-10.0,84.0,26.0,94.0,125.0
BBB,2013J,124909,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,False,-117.0,268,80.66666666666667,66.0,100.0,3.0,39.0,8.0,2.0,640.0,2.318840579710145,-10.0,84.0,29.0,94.0,203.0
BBB,2013J,125874,F,South East Region,Lower Than A Level,40-50%,35-55,0,60,True,-134.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.25,-3.0,-3.0,4.0,0.0,220.0
BBB,2013J,128386,M,South Region,Lower Than A Level,30-40%,35-55,0,60,False,-47.0,268,82.5,65.0,100.0,2.0,51.5,9.5,2.0,52.0,1.9259259259259258,-5.0,65.0,6.0,70.0,133.0
BBB,2013J,128889,F,South Region,A Level or Equivalent,90-100%,35-55,1,120,False,-12.0,268,79.33333333333333,74.0,84.0,3.0,39.0,8.0,2.0,3786.0,6.237232289950577,-10.0,85.0,45.0,95.0,98.0
BBB,2013J,131051,F,Scotland,Lower Than A Level,60-70%,0-35,3,60,False,-54.0,268,84.33333333333333,71.0,100.0,3.0,40.0,8.0,2.0,168.0,1.9310344827586208,1.0,84.0,24.0,83.0,140.0
BBB,2013J,132626,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,False,-39.0,268,71.66666666666667,61.0,80.0,3.0,39.666666666666664,8.0,2.0,448.0,2.782608695652174,-10.0,86.0,21.0,96.0,125.0
BBB,2013J,133269,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,True,-114.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
BBB,2013J,134563,F,Scotland,Lower Than A Level,20-30%,0-35,2,60,False,-46.0,268,82.66666666666667,72.0,100.0,3.0,41.666666666666664,8.0,2.0,3085.0,6.963882618510158,-10.0,86.0,34.0,96.0,132.0
BBB,2013J,138289,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,False,-44.0,268,74.33333333333333,68.0,80.0,3.0,39.0,8.0,2.0,309.0,2.7837837837837838,-3.0,83.0,21.0,86.0,130.0
BBB,2013J,138920,F,Wales,Lower Than A Level,0-10%,0-35,1,60,False,-30.0,268,73.66666666666667,69.0,80.0,3.0,47.666666666666664,8.0,2.0,422.0,2.8513513513513513,-3.0,86.0,35.0,89.0,116.0
BBB,2013J,139549,F,Scotland,Lower Than A Level,40-50%,0-35,1,60,True,-99.0,268,65.33333333333333,57.0,80.0,3.0,41.666666666666664,8.0,2.0,184.0,2.875,-7.0,73.0,16.0,80.0,185.0
BBB,2013J,141949,F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,60,False,-60.0,268,87.33333333333333,78.0,100.0,3.0,38.666666666666664,8.0,2.0,360.0,2.7480916030534353,-8.0,73.0,20.0,81.0,146.0
BBB,2013J,146165,F,Wales,A Level or Equivalent,40-50%,35-55,0,60,False,-37.0,268,82.66666666666667,63.0,100.0,3.0,40.0,8.0,2.0,49.0,1.8148148148148149,10.0,45.0,17.0,35.0,123.0
BBB,2013J,146600,F,Ireland,Lower Than A Level,80-90%,0-35,0,120,False,-141.0,268,92.0,87.0,100.0,3.0,39.333333333333336,8.0,2.0,135.0,2.142857142857143,-4.0,73.0,16.0,77.0,227.0
BBB,2013J,151800,F,Wales,Lower Than A Level,20-30%,0-35,0,60,False,-47.0,268,66.66666666666667,48.0,100.0,3.0,40.0,8.0,2.0,64.0,3.0476190476190474,17.0,42.0,6.0,25.0,133.0
BBB,2013J,151917,F,West Midlands Region,A Level or Equivalent,10-20,0-35,3,60,False,-80.0,268,82.33333333333333,80.0,87.0,3.0,40.333333333333336,8.0,2.0,232.0,2.109090909090909,-10.0,71.0,31.0,81.0,166.0
BBB,2013J,152867,F,South Region,A Level or Equivalent,50-60%,0-35,2,60,True,-31.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.8666666666666667,4.0,15.0,9.0,11.0,117.0
BBB,2013J,153704,F,West Midlands Region,Lower Than A Level,0-10%,0-35,2,60,False,-73.0,268,86.83333333333333,74.0,100.0,6.0,-1.0,7.333333333333333,2.0,73.0,1.6222222222222222,-10.0,66.0,17.0,76.0,159.0
BBB,2013J,154011,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,False,-29.0,268,83.25,76.0,100.0,4.0,46.25,10.5,2.0,57.0,2.1923076923076925,-10.0,72.0,10.0,82.0,115.0
BBB,2013J,154570,F,Scotland,Lower Than A Level,50-60%,35-55,1,60,False,-64.0,268,76.33333333333333,49.0,100.0,3.0,39.0,8.0,2.0,9794.0,11.495305164319248,-10.0,86.0,64.0,96.0,150.0
BBB,2013J,156311,F,London Region,A Level or Equivalent,80-90%,35-55,0,60,False,-23.0,268,87.33333333333333,79.0,100.0,3.0,40.666666666666664,8.0,2.0,141.0,2.5636363636363635,-3.0,47.0,23.0,50.0,109.0
BBB,2013J,156788,M,East Midlands Region,Lower Than A Level,30-40%,35-55,0,180,False,-195.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0
BBB,2013J,157060,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,False,-29.0,268,70.0,60.0,76.0,3.0,41.333333333333336,8.0,2.0,84.0,2.1538461538461537,11.0,50.0,22.0,39.0,115.0
BBB,2013J,157795,M,Yorkshire Region,Lower Than A Level,80-90%,35-55,1,60,False,-16.0,268,87.33333333333333,74.0,100.0,3.0,39.333333333333336,8.0,2.0,949.0,3.4635036496350367,-10.0,85.0,33.0,95.0,102.0
BBB,2013J,161491,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,False,-64.0,268,91.0,84.0,100.0,3.0,39.666666666666664,8.0,2.0,389.0,3.2148760330578514,2.0,83.0,24.0,81.0,150.0
BBB,2013J,162646,F,Scotland,Lower Than A Level,0-10%,0-35,1,60,False,-25.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
BBB,2013J,165823,F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,60,False,-145.0,268,65.0,65.0,65.0,1.0,9.0,5.0,1.0,74.0,1.6444444444444444,-10.0,17.0,16.0,27.0,231.0
BBB,2013J,169213,F,London Region,A Level or Equivalent,30-40%,0-35,1,60,False,-195.0,268,66.0,57.0,80.0,3.0,40.0,8.0,2.0,161.0,2.4393939393939394,-7.0,85.0,17.0,92.0,281.0
BBB,2013J,174222,F,South West Region,Lower Than A Level,80-90%,0-35,0,60,False,-60.0,268,67.0,59.0,80.0,3.0,40.666666666666664,8.0,2.0,408.0,3.264,6.0,86.0,18.0,80.0,146.0
BBB,2013J,174440,F,Wales,Lower Than A Level,70-80%,0-35,0,60,False,-39.0,268,58.0,47.0,80.0,3.0,43.0,8.0,2.0,167.0,2.6507936507936507,1.0,67.0,16.0,66.0,125.0
BBB,2013J,174487,F,South Region,Lower Than A Level,10-20,0-35,1,60,False,-109.0,268,66.33333333333333,45.0,100.0,3.0,40.666666666666664,8.0,2.0,203.0,2.388235294117647,-1.0,71.0,25.0,72.0,195.0
BBB,2013J,178738,F,East Anglian Region,HE Qualification,70-80%,0-35,1,60,False,-37.0,268,70.66666666666667,63.0,80.0,3.0,36.666666666666664,8.0,2.0,139.0,3.088888888888889,-4.0,46.0,16.0,50.0,123.0
BBB,2013J,178963,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,True,-8.0,268,88.0,79.0,100.0,3.0,40.0,8.0,2.0,49.0,1.8846153846153846,-4.0,54.0,11.0,58.0,94.0
BBB,2013J,179254,F,South East Region,Lower Than A Level,30-40%,0-35,1,60,False,-61.0,268,75.66666666666667,60.0,100.0,3.0,44.666666666666664,8.0,2.0,30.0,1.5,2.0,60.0,10.0,58.0,147.0
BBB,2013J,182661,F,South Region,Lower Than A Level,40-50%,35-55,3,60,False,-31.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
BBB,2013J,184236,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,True,-29.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
BBB,2013J,184897,F,South Region,Lower Than A Level,20-30%,0-35,0,60,False,-158.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0
BBB,2013J,185597,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,90,False,-59.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0
BBB,2013J,188026,F,Wales,HE Qualification,90-100%,0-35,1,120,False,-196.0,268,93.66666666666667,88.0,100.0,3.0,40.0,8.0,2.0,284.0,2.236220472440945,-10.0,86.0,24.0,96.0,282.0
BBB,2013J,189095,F,Scotland,Lower Than A Level,50-60%,0-35,1,60,False,-29.0,268,79.33333333333333,53.0,100.0,3.0,40.666666666666664,8.0,2.0,897.0,3.1254355400696863,-10.0,80.0,45.0,90.0,115.0
BBB,2013J,191269,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,False,-29.0,268,74.66666666666667,50.0,100.0,3.0,40.0,8.0,2.0,597.0,2.33203125,3.0,85.0,40.0,82.0,115.0
BBB,2013J,193215,F,South East Region,A Level or Equivalent,30-40%,0-35,0,120,False,-114.0,268,74.66666666666667,65.0,80.0,3.0,42.666666666666664,8.0,2.0,307.0,2.4959349593495936,-8.0,68.0,20.0,76.0,200.0
BBB,2013J,195096,F,Wales,A Level or Equivalent,10-20,0-35,0,60,False,-37.0,268,76.66666666666667,60.0,100.0,3.0,34.333333333333336,8.0,2.0,43.0,2.6875,-10.0,47.0,3.0,57.0,123.0
BBB,2013J,195938,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,60,False,-37.0,268,88.0,81.0,100.0,3.0,39.666666666666664,8.0,2.0,194.0,2.6944444444444446,-2.0,77.0,21.0,79.0,123.0
BBB,2013J,197240,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,150,False,-39.0,268,84.0,69.0,100.0,3.0,37.333333333333336,8.0,2.0,212.0,2.5542168674698793,-10.0,61.0,19.0,71.0,125.0
BBB,2013J,197412,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,False,-103.0,268,87.75,78.0,100.0,4.0,50.75,10.5,2.0,407.0,3.9134615384615383,10.0,86.0,21.0,76.0,189.0
BBB,2013J,197759,F,South East Region,A Level or Equivalent,80-90%,35-55,0,60,False,-141.0,268,84.0,80.0,87.0,3.0,36.666666666666664,8.0,2.0,612.0,2.4979591836734696,-4.0,86.0,34.0,90.0,227.0
BBB,2013J,198339,F,South Region,Lower Than A Level,30-40%,35-55,1,60,True,-86.0,268,80.0,80.0,80.0,1.0,8.0,5.0,1.0,142.0,2.3278688524590163,-10.0,52.0,27.0,62.0,172.0
BBB,2013J,199029,F,South Region,No Formal quals,90-100%,0-35,0,60,False,-17.0,268,87.0,74.0,100.0,3.0,40.0,8.0,2.0,160.0,2.6666666666666665,0.0,83.0,15.0,83.0,103.0
BBB,2013J,199663,M,London Region,Post Graduate Qualification,30-40%,35-55,0,60,False,-18.0,268,62.666666666666664,50.0,80.0,3.0,39.333333333333336,8.0,2.0,168.0,2.5074626865671643,-6.0,85.0,21.0,91.0,104.0
BBB,2013J,202879,F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,60,False,-61.0,268,64.0,64.0,64.0,1.0,20.0,5.0,1.0,117.0,1.828125,-6.0,29.0,16.0,35.0,147.0
BBB,2013J,203640,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,False,-107.0,268,74.33333333333333,60.0,100.0,3.0,38.666666666666664,8.0,2.0,29.0,2.0714285714285716,18.0,51.0,4.0,33.0,193.0
